-1.047687504539915790e+04,1.368950000000000000e+05,1.703000000000000000e+03,1.923737522699578767e+04,5.307999999999999829e+01,6.944900803969598257e+01
-1.266014282093342990e+04,2.184910000000000000e+05,1.797000000000000000e+03,2.435571410466714588e+04,6.976399999999999579e+01,8.921506998046574211e+01
-1.563684217909546896e+04,2.669740000000000000e+05,2.066000000000000000e+03,3.031321089547736483e+04,8.791400000000000148e+01,1.102298578017358750e+02
-9.404841223356894261e+03,1.160010000000000000e+05,1.567000000000000000e+03,1.627320611678444584e+04,4.619400000000000261e+01,5.917529497012525752e+01
-1.112486589202199320e+04,1.460700000000000000e+05,1.717000000000000000e+03,1.966732946011002059e+04,5.522399999999999665e+01,7.074578942485618427e+01
-7.650879071222292623e+03,7.690700000000000000e+04,1.635000000000000000e+03,1.323339535611148312e+04,3.644200000000000017e+01,4.812143765858721167e+01
-2.114689148980105529e+04,4.075360000000000000e+05,2.201000000000000000e+03,3.952645744900528371e+04,1.106380000000000052e+02,1.411659194607331642e+02
-1.180206829315824325e+04,1.725420000000000000e+05,1.650000000000000000e+03,2.052234146579121807e+04,5.908908908908908586e+01,7.408787532776612750e+01
-1.219066087720819269e+04,1.724650000000000000e+05,1.664000000000000000e+03,2.112830438604091978e+04,6.071800000000000352e+01,7.600109491381626015e+01
-1.273192750241689282e+04,2.408030000000000000e+05,1.923000000000000000e+03,2.477063751208450776e+04,6.738899999999999579e+01,8.942468415914984803e+01
-8.802149229179060058e+03,1.073400000000000000e+05,1.638000000000000000e+03,1.610174614589532212e+04,4.445900000000000318e+01,5.812904745810585894e+01
-8.685381407137345377e+03,1.094850000000000000e+05,1.594000000000000000e+03,1.532590703568673598e+04,4.354699999999999704e+01,5.552864868002440346e+01
-1.035776143757112004e+04,1.331940000000000000e+05,1.720000000000000000e+03,1.901280718785559293e+04,5.531799999999999784e+01,6.938980725494741364e+01
-9.449992000957015989e+03,1.217830000000000000e+05,1.725000000000000000e+03,1.800396000478510905e+04,4.983283283283283538e+01,6.453032259779608637e+01
-1.208632938264606673e+04,1.643190000000000000e+05,1.917000000000000000e+03,2.297064691323035731e+04,6.468099999999999739e+01,8.292652315245616990e+01
-9.758563246055249692e+03,1.483230000000000000e+05,1.592000000000000000e+03,1.692081623027620299e+04,4.711099999999999710e+01,6.064808684686811091e+01
-8.437488727258458312e+03,1.126210000000000000e+05,1.616000000000000000e+03,1.548044363629229338e+04,4.310600000000000165e+01,5.608856389960975974e+01
-1.071772690401623004e+04,1.395460000000000000e+05,1.778000000000000000e+03,1.975963452008111562e+04,5.471000000000000085e+01,7.185321643665859881e+01
-1.171946961045741409e+04,1.732250000000000000e+05,1.904000000000000000e+03,2.263234805228705227e+04,6.119500000000000028e+01,8.229944746286200541e+01
-9.182397148951282361e+03,1.142380000000000000e+05,1.721000000000000000e+03,1.673598574475640271e+04,4.686599999999999966e+01,6.108023994436643278e+01
-8.800101560639241143e+03,1.130820000000000000e+05,1.652000000000000000e+03,1.539150780319620208e+04,4.296000000000000085e+01,5.496967072570072332e+01
-1.619955129468475025e+04,2.647560000000000000e+05,2.120000000000000000e+03,3.267175647342374214e+04,8.909099999999999397e+01,1.166848445479419354e+02
-8.535751643719382628e+03,1.093390000000000000e+05,1.613000000000000000e+03,1.479175821859692223e+04,4.136399999999999721e+01,5.301705454694237574e+01
-8.888971310446635471e+03,1.005290000000000000e+05,1.657000000000000000e+03,1.607185655223320464e+04,4.454854854854854551e+01,5.865641077457374308e+01
-1.103596642128769054e+04,1.453790000000000000e+05,1.884000000000000000e+03,1.965583210643846905e+04,5.396399999999999864e+01,7.147575311432170508e+01
-8.561627562807030699e+03,1.046620000000000000e+05,1.637000000000000000e+03,1.503013781403514986e+04,4.226599999999999824e+01,5.445702106534474751e+01
-1.023959584049033583e+04,1.384760000000000000e+05,1.525000000000000000e+03,1.756497920245166097e+04,4.967199999999999704e+01,6.364122899439007597e+01
-8.974513997064441355e+03,9.592800000000000000e+04,1.711000000000000000e+03,1.624956998532219950e+04,4.520600000000000307e+01,5.908934540117163436e+01
-1.275454193179155300e+04,1.812260000000000000e+05,1.927000000000000000e+03,2.397270965895777408e+04,6.701699999999999591e+01,8.654407819118330281e+01
-1.407761374471701311e+04,2.063490000000000000e+05,1.999000000000000000e+03,2.805606872358508190e+04,7.910800000000000409e+01,1.009211105164931013e+02
-8.526246438957154169e+03,1.030010000000000000e+05,1.618000000000000000e+03,1.448323219478577448e+04,4.110499999999999687e+01,5.228603680428077638e+01
-8.857349833226766350e+03,1.129380000000000000e+05,1.630000000000000000e+03,1.525374916613384448e+04,4.249000000000000199e+01,5.526720712367335153e+01
-8.160923194403636444e+03,9.199200000000000000e+04,1.576000000000000000e+03,1.430361597201817312e+04,4.125200000000000244e+01,5.163760278706921980e+01
-7.477800886252690361e+03,8.001400000000000000e+04,1.507000000000000000e+03,1.274100443126346727e+04,3.609000000000000341e+01,4.633092520459442909e+01
-1.110258376836254683e+04,1.359050000000000000e+05,2.035000000000000000e+03,2.270491884181270871e+04,6.268299999999999983e+01,8.286466730588580276e+01
-8.552276651124879209e+03,1.001660000000000000e+05,1.636000000000000000e+03,1.542038325562441423e+04,4.337800000000000011e+01,5.627877100592851889e+01
-8.105414410750412571e+03,1.036980000000000000e+05,1.675000000000000000e+03,1.440207205375204830e+04,4.011899999999999977e+01,5.218142048460887139e+01
-7.311154176555420236e+03,7.663500000000000000e+04,1.561000000000000000e+03,1.250077088277711482e+04,3.518299999999999983e+01,4.496680173660832480e+01
-8.650084646283790789e+03,9.317200000000000000e+04,1.817000000000000000e+03,1.707142323141894667e+04,4.695799999999999841e+01,6.032305028769945920e+01
-7.254311530156734079e+03,7.536600000000000000e+04,1.537000000000000000e+03,1.243855765078365039e+04,3.500100100100100065e+01,4.474301313231529065e+01
-7.546880215684142058e+03,8.991800000000000000e+04,1.540000000000000000e+03,1.296040107842070574e+04,3.739939939939939961e+01,4.712873119425711366e+01
-7.292618374794893498e+03,7.145900000000000000e+04,1.553000000000000000e+03,1.294109187397449386e+04,3.664900000000000091e+01,4.671874322734474561e+01
-8.147003395931695195e+03,9.578800000000000000e+04,1.581000000000000000e+03,1.410001697965846142e+04,3.937400000000000233e+01,5.145991598415496782e+01
-7.710509893414064209e+03,1.004830000000000000e+05,1.628000000000000000e+03,1.330654946707032468e+04,3.615800000000000125e+01,4.786528585277095260e+01
-8.933459163189121682e+03,1.106530000000000000e+05,1.594000000000000000e+03,1.605929581594562296e+04,4.549799999999999756e+01,5.797579716947878126e+01
-9.229150938274005966e+03,1.168010000000000000e+05,1.691000000000000000e+03,1.656475469137004984e+04,4.515400000000000347e+01,6.067675711124560678e+01
-8.247420912713303551e+03,9.782300000000000000e+04,1.651000000000000000e+03,1.572010456356653413e+04,4.488300000000000267e+01,5.779450207193578848e+01
-1.567294098440410744e+04,2.570810000000000000e+05,2.080000000000000000e+03,2.870370492202048990e+04,8.329000000000000625e+01,1.032507371295701120e+02
-7.205939146316811275e+03,7.804800000000000000e+04,1.494000000000000000e+03,1.189769573158403182e+04,3.376299999999999812e+01,4.326434811485102472e+01
-8.929365037983523507e+03,1.067880000000000000e+05,1.632000000000000000e+03,1.594882518991765392e+04,4.512299999999999756e+01,5.757698624519008490e+01
-6.910566848093973931e+03,7.290700000000000000e+04,1.611000000000000000e+03,1.217783424046984510e+04,3.433400000000000318e+01,4.428303360170852443e+01
-7.855539408745201399e+03,8.907600000000000000e+04,1.645000000000000000e+03,1.380769704372600972e+04,3.772200000000000131e+01,4.948995356174197013e+01
-8.120080453286848751e+03,1.008620000000000000e+05,1.638000000000000000e+03,1.439640226643423557e+04,4.208299999999999841e+01,5.178561966343249878e+01
-7.962492551308510883e+03,9.062200000000000000e+04,1.777000000000000000e+03,1.523246275654256897e+04,4.191899999999999693e+01,5.579656687378230373e+01
-7.398762865783129200e+03,8.086400000000000000e+04,1.619000000000000000e+03,1.296181432891565055e+04,3.638900000000000290e+01,4.596388059899167189e+01
-1.024379408203344065e+04,1.349140000000000000e+05,1.895000000000000000e+03,1.932797041016718504e+04,5.407699999999999818e+01,6.902846575059709266e+01
-6.487614499486165187e+03,5.966000000000000000e+04,1.684000000000000000e+03,1.171107249743079592e+04,3.182499999999999929e+01,4.197517024168744371e+01
-8.242002789361702526e+03,9.218200000000000000e+04,1.569000000000000000e+03,1.391101394680853809e+04,4.053300000000000125e+01,4.950538771106241143e+01
-7.447181607004214129e+03,7.800200000000000000e+04,1.503000000000000000e+03,1.261590803502107519e+04,3.581600000000000250e+01,4.489646987551984125e+01
-7.803471065649725460e+03,9.791300000000000000e+04,1.730000000000000000e+03,1.535335532824859911e+04,4.057999999999999829e+01,5.444452244059787205e+01
-9.300352447393010152e+03,1.131530000000000000e+05,1.752000000000000000e+03,1.708976223696511079e+04,4.650600000000000023e+01,6.103486513201825403e+01
-7.297560759941053220e+03,8.064000000000000000e+04,1.537000000000000000e+03,1.269580379970529430e+04,3.513900000000000290e+01,4.534215642751890840e+01
-7.475352672676101975e+03,7.812200000000000000e+04,1.596000000000000000e+03,1.255976336338050351e+04,3.540200000000000102e+01,4.567186677592910371e+01
-7.748415726793222348e+03,9.279400000000000000e+04,1.550000000000000000e+03,1.339607863396609173e+04,3.798400000000000176e+01,4.683943578309822442e+01
-9.285725706983383134e+03,1.068750000000000000e+05,1.671000000000000000e+03,1.666462853491692294e+04,4.845400000000000063e+01,5.994470696013281952e+01
-6.920134961751931769e+03,6.697800000000000000e+04,1.565000000000000000e+03,1.233567480875964793e+04,3.517600000000000193e+01,4.389919860768557669e+01
-7.369500320410050335e+03,8.317600000000000000e+04,1.563000000000000000e+03,1.239750160205023167e+04,3.406106106106106068e+01,4.443548961308326994e+01
-6.862293039272834903e+03,7.357000000000000000e+04,1.530000000000000000e+03,1.205946519636418634e+04,3.354699999999999704e+01,4.385260071405159010e+01
-6.197125273973572803e+03,5.983100000000000000e+04,1.593000000000000000e+03,1.126162636986786129e+04,3.006599999999999895e+01,4.022009417809950804e+01
-6.932064631052685399e+03,7.254800000000000000e+04,1.581000000000000000e+03,1.155732315526341881e+04,3.209100000000000108e+01,4.142409733069325739e+01
-8.676089147629554645e+03,1.191290000000000000e+05,1.598000000000000000e+03,1.456044573814775140e+04,4.128199999999999648e+01,5.218797755608513000e+01
-8.164221499076757027e+03,9.234100000000000000e+04,1.631000000000000000e+03,1.338010749538377058e+04,3.785000000000000142e+01,4.812988307692003787e+01
-8.517941900371673910e+03,1.113040000000000000e+05,1.550000000000000000e+03,1.438570950185838956e+04,4.027300000000000324e+01,5.212213587629851475e+01
-7.391467876044197510e+03,7.506700000000000000e+04,1.559000000000000000e+03,1.204333938022095208e+04,3.433933933933933957e+01,4.255596954141679333e+01
-7.032751740352752677e+03,6.905200000000000000e+04,1.555000000000000000e+03,1.166575870176379794e+04,3.279200000000000159e+01,4.136793865873687537e+01
-7.798249480600520656e+03,8.868300000000000000e+04,1.573000000000000000e+03,1.340224740300260055e+04,3.696500000000000341e+01,4.752570001064751892e+01
-7.083832580463874365e+03,6.288300000000000000e+04,1.627000000000000000e+03,1.211616290231937273e+04,3.457999999999999829e+01,4.327201036542633261e+01
-7.256417367120769995e+03,7.149400000000000000e+04,1.618000000000000000e+03,1.349908683560385180e+04,3.805005005005005358e+01,4.926674027592646610e+01
-6.716300176512607322e+03,6.676000000000000000e+04,1.555000000000000000e+03,1.126450088256304480e+04,3.145100000000000051e+01,3.980389004439238221e+01
-7.330492237978183766e+03,7.940700000000000000e+04,1.814000000000000000e+03,1.516446118989093156e+04,4.096399999999999864e+01,5.358466851551565924e+01
-7.737721650997993493e+03,9.249300000000000000e+04,1.696000000000000000e+03,1.367760825498998929e+04,3.607699999999999818e+01,4.920002969420859529e+01
-8.278988199079685728e+03,9.759100000000000000e+04,1.567000000000000000e+03,1.476094099539842500e+04,4.095199999999999818e+01,5.328859565125785025e+01
-6.445146705893017497e+03,6.655400000000000000e+04,1.464000000000000000e+03,1.093573352946506202e+04,3.103600000000000136e+01,3.877919691299667448e+01
-6.622501330190148110e+03,6.466000000000000000e+04,1.505000000000000000e+03,1.092550665095073055e+04,3.089799999999999969e+01,3.987411186478368563e+01
-7.625744725364158512e+03,9.057900000000000000e+04,1.805000000000000000e+03,1.495872362682081075e+04,3.972999999999999687e+01,5.285768066014420441e+01
-7.541023521407702901e+03,8.425200000000000000e+04,1.796000000000000000e+03,1.515211760703849541e+04,4.154200000000000159e+01,5.335252678534681792e+01
-7.707572627618825209e+03,8.746300000000000000e+04,1.568000000000000000e+03,1.316886313809411877e+04,3.615500000000000114e+01,4.636923640173985461e+01
-5.566994169312759368e+03,5.184500000000000000e+04,1.468000000000000000e+03,9.271970846563792293e+03,2.639600000000000080e+01,3.241947848448878489e+01
-7.446958861883526879e+03,7.942500000000000000e+04,1.542000000000000000e+03,1.203779430941766805e+04,3.374399999999999977e+01,4.238659968104812492e+01
-7.576359428733385357e+03,8.332700000000000000e+04,1.647000000000000000e+03,1.341879714366691951e+04,3.594899999999999807e+01,4.675539074448403909e+01
-6.336955292547016143e+03,7.067500000000000000e+04,1.509000000000000000e+03,1.055577646273507526e+04,3.096896896896896934e+01,3.824556689396766274e+01
-5.827130083956522867e+03,5.315100000000000000e+04,1.461000000000000000e+03,9.490650419782590689e+03,2.640399999999999991e+01,3.353586720771233587e+01
-7.113762803869502932e+03,7.792200000000000000e+04,1.576000000000000000e+03,1.245481401934751375e+04,3.591799999999999926e+01,4.416600716080678524e+01
-7.242264882262031279e+03,8.666600000000000000e+04,1.502000000000000000e+03,1.202232441131015912e+04,3.362162162162162105e+01,4.263235606847574388e+01
-6.610620808877204581e+03,6.557700000000000000e+04,1.589000000000000000e+03,1.156810404438604201e+04,3.236500000000000199e+01,4.087669273634643474e+01
-6.041735975171302925e+03,6.164800000000000000e+04,1.538000000000000000e+03,9.673679875856510989e+03,2.681899999999999906e+01,3.394273640651407220e+01
-6.531655188834676665e+03,7.344000000000000000e+04,1.501000000000000000e+03,1.137427594417339242e+04,3.117099999999999937e+01,3.935735620821242975e+01
-8.508355600639704790e+03,1.061930000000000000e+05,1.891000000000000000e+03,1.790077800319849484e+04,5.024499999999999744e+01,6.325363252013602278e+01
-6.515944867080126642e+03,6.122100000000000000e+04,1.644000000000000000e+03,1.162772433540063503e+04,3.103999999999999915e+01,4.137980190534033653e+01
-6.220650991113418968e+03,6.499100000000000000e+04,1.495000000000000000e+03,1.094525495556706483e+04,3.164300000000000068e+01,3.867581256384121957e+01
-6.409353831853223710e+03,6.312700000000000000e+04,1.754000000000000000e+03,1.239376915926611036e+04,3.378600000000000136e+01,4.273713503195210706e+01
-6.095959410353229941e+03,5.766800000000000000e+04,1.524000000000000000e+03,1.035779705176614334e+04,2.933399999999999963e+01,3.608988519779143900e+01
-6.627906726376969345e+03,7.017700000000000000e+04,1.624000000000000000e+03,1.166253363188482763e+04,3.096300000000000097e+01,4.035478765358072195e+01
-7.300655143982662594e+03,8.857600000000000000e+04,1.634000000000000000e+03,1.271827571991329387e+04,3.425699999999999790e+01,4.446949552417235907e+01
-6.566365590548739419e+03,8.281900000000000000e+04,1.660000000000000000e+03,1.278782795274367709e+04,3.367300000000000182e+01,4.349601344470638509e+01
-5.411300349905048279e+03,4.563500000000000000e+04,1.515000000000000000e+03,9.298501749525241394e+03,2.599599999999999866e+01,3.251224387945888594e+01
-5.426177121096912742e+03,4.762000000000000000e+04,1.478000000000000000e+03,8.702885605484572807e+03,2.556899999999999906e+01,3.086129647334954740e+01
-6.143234680497252157e+03,6.123900000000000000e+04,1.509000000000000000e+03,1.038417340248625987e+04,2.872400000000000020e+01,3.593139585635383781e+01
-6.587384421770354493e+03,8.070000000000000000e+04,1.744000000000000000e+03,1.347292210885176974e+04,3.733400000000000318e+01,4.645835209948886302e+01
-6.538626144861734247e+03,6.423600000000000000e+04,1.509000000000000000e+03,1.126313072430867396e+04,3.191799999999999926e+01,3.924435792442046989e+01
-7.232987024375857800e+03,8.310600000000000000e+04,1.556000000000000000e+03,1.237493512187925626e+04,3.504099999999999682e+01,4.342082498905001842e+01
-6.592398850674359892e+03,7.128400000000000000e+04,1.606000000000000000e+03,1.157499425337178945e+04,3.174800000000000111e+01,4.061401492411154379e+01
-5.220181738345203485e+03,4.631800000000000000e+04,1.426000000000000000e+03,8.534908691726033794e+03,2.377799999999999869e+01,2.953255602673367974e+01
-7.657916161997733070e+03,9.389800000000000000e+04,1.808000000000000000e+03,1.487358080998865444e+04,4.029399999999999693e+01,5.059041091832875736e+01
-6.582632086654894920e+03,7.216100000000000000e+04,1.458000000000000000e+03,1.096216043327444822e+04,3.157715430861723505e+01,3.859915645519171790e+01
-5.652448467784425702e+03,5.343700000000000000e+04,1.546000000000000000e+03,9.942242338922118506e+03,2.739039039039039025e+01,3.404877513329492444e+01
-6.958153813846499361e+03,7.068800000000000000e+04,1.567000000000000000e+03,1.208076906923253591e+04,3.402199999999999847e+01,4.268822992661673510e+01
-6.488268521220183175e+03,7.969800000000000000e+04,1.565000000000000000e+03,1.097334260610090678e+04,3.067000000000000171e+01,3.823464322683242500e+01
-5.750586234981123198e+03,5.096000000000000000e+04,1.562000000000000000e+03,9.959931174905594162e+03,2.791600000000000037e+01,3.470359294392193306e+01
-5.715714204033390160e+03,6.229200000000000000e+04,1.506000000000000000e+03,9.495571020166960807e+03,2.764000000000000057e+01,3.355325448822247836e+01
-6.327224822787674384e+03,6.688300000000000000e+04,1.446000000000000000e+03,1.004912411393836737e+04,2.924424424424424274e+01,3.501436973497688854e+01
-6.859788393958609049e+03,7.570800000000000000e+04,1.584000000000000000e+03,1.214194196979304797e+04,3.390200000000000102e+01,4.172488649413418216e+01
-5.628038174503666596e+03,5.225100000000000000e+04,1.540000000000000000e+03,9.642190872518331162e+03,2.670100000000000051e+01,3.336398225784889604e+01
-5.866104367313006151e+03,6.014200000000000000e+04,1.469000000000000000e+03,9.645521836565028934e+03,2.713800000000000168e+01,3.384393626864922311e+01
-5.812904427334529828e+03,6.165000000000000000e+04,1.503000000000000000e+03,9.737522136672627312e+03,2.735800000000000054e+01,3.381084075233550834e+01
-5.398351897731874487e+03,5.499600000000000000e+04,1.510000000000000000e+03,9.156759488659376075e+03,2.561100000000000065e+01,3.190508532633928951e+01
-5.129839529286269681e+03,4.614300000000000000e+04,1.535000000000000000e+03,8.919197646431375688e+03,2.431599999999999895e+01,3.162836044833820992e+01
-6.481390989644792171e+03,8.201400000000000000e+04,1.649000000000000000e+03,1.198595494822395267e+04,3.354800000000000182e+01,3.968859254378791945e+01
-7.189997708369340216e+03,8.011500000000000000e+04,1.599000000000000000e+03,1.223298854184672564e+04,3.310699999999999932e+01,4.160880456410450989e+01
-5.781023969372590727e+03,5.683100000000000000e+04,1.563000000000000000e+03,9.929119846862949998e+03,2.759499999999999886e+01,3.412068675897921111e+01
-6.412924512257421156e+03,6.184400000000000000e+04,1.694000000000000000e+03,1.162562256128710032e+04,3.029500000000000171e+01,3.862333076839568236e+01
-6.434772597856303946e+03,6.512900000000000000e+04,1.601000000000000000e+03,1.118586298928151336e+04,3.105600000000000094e+01,3.843939171574402991e+01
-6.538568118132341624e+03,6.607300000000000000e+04,1.563000000000000000e+03,1.068784059066170448e+04,2.985099999999999909e+01,3.698214737253184836e+01
-5.095327171477054435e+03,4.449000000000000000e+04,1.569000000000000000e+03,8.624635857385286727e+03,2.404100000000000037e+01,3.005099601876406368e+01
-6.026430473285405242e+03,7.340000000000000000e+04,1.571000000000000000e+03,1.031415236642701529e+04,2.731431431431431278e+01,3.568910853434953623e+01
-5.273768207821304713e+03,4.336900000000000000e+04,1.543000000000000000e+03,9.224841039106526296e+03,2.600400000000000134e+01,3.148409910957858671e+01
-5.762678652642195630e+03,7.441200000000000000e+04,1.496000000000000000e+03,9.653393263210969963e+03,2.640140140140140090e+01,3.351872660837142348e+01
-6.571551857523631952e+03,7.790900000000000000e+04,1.531000000000000000e+03,1.113775928761816613e+04,3.064300000000000068e+01,3.801283033316780546e+01
-5.741306657455232198e+03,5.736900000000000000e+04,1.552000000000000000e+03,9.787533287276151896e+03,2.799299999999999855e+01,3.386689718780675662e+01
-6.193880736407319091e+03,1.516060000000000000e+05,1.571000000000000000e+03,1.150240368203654543e+04,3.035300000000000153e+01,3.796172832355295412e+01
-6.049719375713580121e+03,6.354500000000000000e+04,1.537000000000000000e+03,1.026959687856790333e+04,2.778578578578578728e+01,3.481219280870475785e+01
-6.434694396394638716e+03,7.897100000000000000e+04,1.576000000000000000e+03,1.171447198197319267e+04,3.026553106212424993e+01,4.025591746382540492e+01
-5.312463513057727141e+03,6.587900000000000000e+04,1.557000000000000000e+03,8.965317565288623882e+03,2.461499999999999844e+01,3.049427743295450455e+01
-6.043087745784231629e+03,6.799800000000000000e+04,1.695000000000000000e+03,1.082143872892114632e+04,2.981800000000000139e+01,3.680761472422158675e+01
-5.958623807356763791e+03,6.676300000000000000e+04,1.534000000000000000e+03,1.023911903678382805e+04,2.795899999999999963e+01,3.413039678927942333e+01
-6.077335473347597144e+03,1.377100000000000000e+05,1.447000000000000000e+03,9.970677366737842021e+03,2.773146292585170514e+01,3.368472083357379177e+01
-4.708260282310371622e+03,4.239900000000000000e+04,1.468000000000000000e+03,7.840301411551861747e+03,2.232300000000000040e+01,2.685034729983514268e+01
-6.316321262447777372e+03,8.368700000000000000e+04,1.558000000000000000e+03,1.079160631223886412e+04,2.939099999999999824e+01,3.597202104079621421e+01
-5.428972714278625972e+03,5.425700000000000000e+04,1.583000000000000000e+03,9.119863571393125312e+03,2.434299999999999997e+01,3.091479176743432333e+01
